#Table: J/MNRAS/423/1024/. (cdsarc.u-strasbg.fr)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                                          |                     |             |      |    |     |      |      |      |                             | n_| z|          |          |          |     |  e_|    E|          |          |          |     |  e_|
      XMMXCS                  Name        |     RAdeg      DEdeg|       Counts|     z|r_z |n_z  |    TX|  e_TX|  E_TX|OName                        |zoo|oo|      L500|    e_L500|    E_L500| R500|R500|_R500|      L200|    e_L200|    E_L200| R200|R200|   E_
------------------------------------------|---------------------|-------------|------|----|-----|------|------|------|-----------------------------|---|--|----------|----------|----------|-----|----|-----|----------|----------|----------|-----|----|-----
XMMXCSJ103930.7+394743.7XMMXCSJ1039.5+3947|159.877917  39.795472|2.2058000e+02|  0.09|LRG |spec |  3.80|  1.10|  2.30|400d J1039+3947              |DR7|s |  0.191997|  0.179131|  0.413773|  876| 151|  266|  0.245249|  0.232382|  0.727888| 1329| 229|  404
XMMXCSJ104044.4+395710.4XMMXCSJ1040.7+3957|160.185000  39.952889|9.0125700e+04|  0.14|LRG |spec |  3.54|  0.03|  0.03|ABELL 1068                   |DR7|g |  8.216160|  0.141700|  0.144600|  802|   4|    4|  8.385460|  0.162371|  0.167813| 1217|   6|    6
XMMXCSJ104422.2+213025.2XMMXCSJ1044.3+2130|161.092500  21.507000|1.7534500e+03|  0.52|Spec|spec |  3.30|  0.30|  0.30|                             |DR7|s |  1.226820|  0.064148|  0.058090|  532|  22|   22|  1.479980|  0.107453|  0.099788|  807|  34|   33
XMMXCSJ104545.4+063441.3XMMXCSJ1045.7+0634|161.439167   6.578139|1.6177000e+02|  0.21|LRG |spec |-99.00|-99.00|-99.00|                             |DR7|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ104551.5+213350.5XMMXCSJ1045.8+2133|161.464583  21.564028|1.2139300e+02|  0.47|LRG |spec |  1.70|  0.50|  1.40|                             |DR7|s |  0.122005|  0.059912|  0.074560|  374|  73|  150|  0.193644|  0.102667|  0.155321|  568| 110|  228
XMMXCSJ105040.6+573741.4XMMXCSJ1050.6+5737|162.669167  57.628167|3.7729000e+02|  0.69|Spec|spec |  8.20|  2.90|  6.30|                             |dss|na|  0.726257|-99.000000|-99.000000|  470|  82|  118|  0.695879|-99.000000|-99.000000|  470|  82|  118
XMMXCSJ105128.6+355124.0XMMXCSJ1051.4+3551|162.869167  35.856667|1.0189200e+02|  0.38|LRG |spec |  0.80|  0.20|  0.30|                             |DR7|s |  0.197155|  0.101756|  0.114921|  278|  32|   47|  0.352297|  0.219288|  0.366160|  422|  49|   72
XMMXCSJ105227.6+441905.1XMMXCSJ1052.4+4419|163.115000  44.318083|1.3755200e+02|  0.46|DR7 |phot |  2.30|  0.50|  1.00|                             |DR7|s |  0.426614|  0.088093|  0.103496|  446|  58|  100|  0.536722|  0.130279|  0.172149|  677|  89|  152
XMMXCSJ105236.6+573054.3XMMXCSJ1052.6+5730|163.152500  57.515083|2.5540000e+02|  0.61|Lit |phot |-99.00|-99.00|-99.00|SEXCLAS 12                   |DR7|b |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ105318.5+572043.7XMMXCSJ1053.3+5720|163.327083  57.345472|9.8592700e+02|  0.34|Lit |spec |  2.20|  0.10|  0.20|SL J1053.4+5720              |DR7|g |  0.292668|  0.097018|  0.025760|  506|  15|   23|  0.481439|  0.285708|  0.159506|  767|  23|   35
XMMXCSJ105345.9+573514.5XMMXCSJ1053.7+5735|163.441250  57.587361|1.9031300e+03|  1.13|Lit |spec |  5.70|  0.60|  0.80|RX J105346.6+573517          |DR7|b |  1.549270|  0.230914|  2.018540|  337|  13|   13|  3.269670|  0.288332|  0.459763|  512|  20|   20
XMMXCSJ105535.4-045922.8XMMXCSJ1055.5-0459|163.897500  -4.989667|3.2117400e+02|  0.61|Lit |spec |  3.30|  0.50|  0.60|CXOU J105535-045930          |dss|na|  1.075300|  0.118628|  0.107831|  471|  41|   48|  1.159300|  0.129719|  0.118190|  715|  63|   73
XMMXCSJ105655.6+065840.2XMMXCSJ1056.9+0658|164.231667   6.977833|3.8579100e+02|  0.30|LRG |spec |  2.50|  0.30|  0.40|                             |DR7|s |  0.423000|  0.053422|  0.050273|  569|  42|   44|  0.796432|  0.114566|  0.110921|  864|  63|   67
XMMXCSJ110224.9-345423.3XMMXCSJ1102.4-3454|165.603750 -34.906472|3.3054800e+02|  0.50|NXS |phot |  3.10|  0.90|  1.40|                             |NXS|g |  0.680183|  0.295782|  0.506710|  512|  89|  124|  0.865596|  0.473983|  1.520750|  776| 136|  189
XMMXCSJ110301.4-344247.8XMMXCSJ1103.0-3442|165.755833 -34.713278|1.4623900e+02|  0.14|NXS |phot |-99.00|-99.00|-99.00|                             |NXS|g |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ110406.6+354433.0XMMXCSJ1104.1+3544|166.027500  35.742500|1.7810800e+02|  0.56|DR7 |phot | 10.70|  4.40| 14.60|                             |DR7|s |  2.392060|  2.114370|  2.797680|  971| 255|  614|  4.318510|  4.040740|  6.005310| 1473| 386|  931
XMMXCSJ110425.9+360026.3XMMXCSJ1104.4+3600|166.107917  36.007306|3.4371800e+02|  0.50|Lit |spec |  1.70|  0.40|  1.10|WARP J1104.4+3600            |DR7|b |  0.172801|  0.041092|  0.044635|  365|  46|  118|  0.421525|  0.145063|  0.254242|  554|  69|  179
XMMXCSJ110954.0+482704.6XMMXCSJ1109.9+4827|167.475000  48.451278|1.1642100e+03|  0.51|DR7 |phot |  6.20|  1.40|  1.60|                             |DR7|s |  2.203590|  0.243989|  0.222940|  750| 102|  106|  3.377650|  0.399274|  0.374384| 1137| 155|  161
XMMXCSJ111515.6+531949.5XMMXCSJ1115.2+5319|168.815000  53.330417|1.3591000e+03|  0.47|LRG |spec |  5.40|  0.90|  1.50|SDSS J1115+5319 CLUSTER      |DR7|g | 21.312000|-99.000000|-99.000000|  732|  76|  113| 20.480700|-99.000000|-99.000000|  732|  76|  113
XMMXCSJ111645.5+180047.7XMMXCSJ1116.7+1800|169.189583  18.013250|9.8008600e+01|  0.66|Spec|spec |-99.00|-99.00|-99.00|                             |dss|na|-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ111711.5+423610.5XMMXCSJ1117.1+4236|169.297917  42.602917|7.2802300e+02|  0.44|LRG |spec |-99.00|-99.00|-99.00|                             |DR7|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ111726.0+074327.7XMMXCSJ1117.4+0743|169.358333   7.724361|1.2273400e+03|  0.48|Spec|spec |  5.60|  0.70|  0.80|BLOX J1117.4+0743.5          |DR7|g |  1.173970|  0.794353|  1.016390|  729|  54|   56|  1.622820|  1.198020|  3.043640| 1105|  81|   85
XMMXCSJ111729.7+074632.1XMMXCSJ1117.4+0746|169.373750   7.775583|8.9884800e+02|  0.16|Lit |spec |  1.80|  0.10|  0.20|BLOX J1117.5+0746.3          |DR7|s |  0.202712|  0.129754|  0.024446|  540|  13|   25|  0.359036|  0.257382|  0.050432|  819|  19|   38
XMMXCSJ111729.8+174451.4XMMXCSJ1117.4+1744|169.374167  17.747611|4.0141300e+02|  0.55|Lit |spec |  3.00|  0.80|  1.60|400d J1117+1744              |DR7|s |  1.138200|  0.290435|  0.227042|  479|  79|  131|  1.395140|  0.368368|  0.318800|  726| 120|  198
XMMXCSJ112054.9+431820.8XMMXCSJ1120.9+4318|170.228750  43.305778|2.0461900e+02|  0.18|LRG |spec |  1.30|  0.30|  0.90|MaxBCG J170.23224+43.30769   |DR7|s |  0.115459|  0.060563|  0.161789|  436|  51|  151|  0.218630|  0.136084|  0.643777|  661|  77|  230
XMMXCSJ112259.3+465916.8XMMXCSJ1122.9+4659|170.747083  46.988000|5.7545700e+02|  0.44|DR7 |phot |  5.40|  1.80|  2.60|                             |DR7|s |  0.639981|  0.180775|  0.082452|  747| 152|  190|  0.681133|  0.195190|  0.092511| 1133| 231|  288
XMMXCSJ112349.3+052956.8XMMXCSJ1123.8+0529|170.955417   5.499111|3.3069900e+02|  0.65|Spec|spec |  4.10|  0.90|  0.90|                             |DR7|s |  1.954690|  0.226496|  1.206430|  506|  56|   60|  2.392920|  0.638785|  2.437610|  768|  86|   91
XMMXCSJ112831.4-042524.7XMMXCSJ1128.5-0425|172.130833  -4.423528|3.9400300e+02|  0.08|Lit |spec |  0.73|  0.03|  0.03|MZ 04621                     |dss|na|  0.009165|  0.001429|  0.001460|  342|   9|    8|  0.009741|  0.001760|  0.001802|  518|  14|   12
XMMXCSJ113020.3-143629.7XMMXCSJ1130.3-1436|172.584583 -14.608250|3.1794700e+03|  0.11|Lit |spec |  5.40|  0.70|  0.70|ABELL 1285                   |dss|na|  5.597850|  1.671230|  4.454640| 1047|  80|   75|  5.665440|  1.608760|  4.429370| 1588| 121|  114
XMMXCSJ113055.2+311334.1XMMXCSJ1130.9+3113|172.730000  31.226139|2.1102000e+02|  0.82|NXS |phot |  3.20|  1.40|  2.30|                             |NXS|s |  1.328840|-99.000000|-99.000000|  364|  97|  132|  1.269470|-99.000000|-99.000000|  364|  97|  132
XMMXCSJ113232.2-344350.1XMMXCSJ1132.5-3443|173.134167 -34.730583|9.5222900e+02|-99.00|NXS |phot |-99.00|-99.00|-99.00|BLOX J1132.5-3443.7          |NXS|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ113844.1+031540.5XMMXCSJ1138.7+0315|174.683750   3.261250|8.7152200e+02|  0.13|LRG |spec |  2.50|  0.30|  0.40|BLOX J1138.7+0315.6          |DR7|s |  0.305021|  0.038137|  0.051581|  666|  45|   52|  0.431095|  0.063196|  0.085870| 1010|  69|   80
XMMXCSJ114643.9+472600.8XMMXCSJ1146.7+4726|176.682917  47.433556|9.0172300e+02|-99.00|DR7 |phot |-99.00|-99.00|-99.00|                             |DR7|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ115103.3+551124.9XMMXCSJ1151.0+5511|177.763750  55.190250|1.2852300e+02|  0.19|DR7 |phot |-99.00|-99.00|-99.00|                             |DR7|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ115112.0+550655.5XMMXCSJ1151.1+5506|177.800000  55.115417|5.1966200e+03|  0.08|LRG |spec |  1.66|  0.04|  0.04|ABELL 1400                   |DR7|g |  0.156719|  0.129687|  0.169918|  550|   8|    7|  0.177616|  0.150585|  0.371571|  834|  12|   11
XMMXCSJ115123.8+545008.7XMMXCSJ1151.3+5450|177.849167  54.835750|5.4253300e+02|  0.14|LRG |spec |-99.00|-99.00|-99.00|NSCS J115130+545127          |DR7|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ115131.6+014814.5XMMXCSJ1151.5+0148|177.881667   1.804028|2.5625000e+02|  0.17|DR7 |phot |  2.90|  1.10|  2.50|                             |DR7|s |  0.041692|  0.041692|  0.014072|  691| 168|  296|  0.044137|  0.044137|  0.015987| 1048| 255|  450
XMMXCSJ115824.6+440533.9XMMXCSJ1158.4+4405|179.602500  44.092750|1.0333500e+03|  0.41|LRG |spec |  4.00|  0.60|  0.60|                             |DR7|g |  0.805965|  0.275944|  0.527539|  658|  60|   56|  0.985987|  0.455318|  1.646920|  998|  91|   85
XMMXCSJ115851.4+440537.2XMMXCSJ1158.8+4405|179.714167  44.093667|1.2412100e+02|  0.29|LRG |spec |-99.00|-99.00|-99.00|                             |DR7|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ120210.3+442709.2XMMXCSJ1202.1+4427|180.542917  44.452556|2.4155400e+02|  0.41|LRG |spec |  3.30|  0.70|  1.10|                             |DR7|s |  0.643687|  0.461647|  0.180426|  601|  74|   97|  0.873292|  0.687289|  0.344915|  912| 113|  147
XMMXCSJ120313.7+442717.8XMMXCSJ1203.2+4427|180.807083  44.454944|1.9177400e+02|  0.35|LRG |spec |  1.50|  0.20|  0.30|                             |DR7|s |  0.095003|  0.028215|  0.049108|  396|  32|   43|  0.099998|  0.033178|  0.077763|  601|  49|   66
XMMXCSJ120352.8+014706.5XMMXCSJ1203.8+0147|180.970000   1.785139|4.0491800e+02|  0.22|DR7 |phot |  0.80|  0.20|  0.10|EAD2007 082                  |DR7|s |  0.126576|  0.125750|  0.040077|  310|  39|   26|  0.251930|  0.251091|  0.115874|  471|  59|   40
XMMXCSJ120532.3+441910.3XMMXCSJ1205.5+4419|181.384583  44.319528|4.8821600e+02|  0.34|Lit |spec |  2.30|  0.40|  0.50|WARP J1205.5+4419            |DR7|s |  0.437507|  0.218390|  0.106664|  508|  51|   61|  0.849559|  0.627885|  0.319842|  771|  78|   92
XMMXCSJ120606.8+441923.8XMMXCSJ1206.1+4419|181.528333  44.323278|2.2799900e+02|  0.29|Lit |spec |  3.20|  0.80|  0.90|WARP J1206.1+4419            |DR7|s |  0.307346|  0.222732|  0.461498|  650| 101|   97|  0.386125|  0.301488|  1.233920|  986| 153|  148
XMMXCSJ120746.9+281320.0XMMXCSJ1207.7+2813|181.945417  28.222222|1.9162400e+02|  0.43|DR7 |phot |  2.70|  0.60|  1.00|                             |DR7|s |  1.622530|  0.363911|  0.306014|  509|  63|  100|  2.943160|  1.058850|  0.877188|  772|  95|  151
XMMXCSJ120801.1+433926.7XMMXCSJ1208.0+4339|182.004583  43.657417|3.0318800e+02|  0.27|LRG |spec |  2.10|  0.30|  0.50|MaxBCG J182.00318+43.65537   |DR7|s |  1.156650|  0.160115|  0.149115|  532|  45|   62|  1.169800|  0.164696|  0.155280|  806|  69|   94
XMMXCSJ120929.4+392803.6XMMXCSJ1209.4+3928|182.372500  39.467667|5.5006700e+02|  0.22|DR7 |phot |  3.30|  1.70|  2.70|                             |DR7|s |  0.152660|  0.099240|  0.153938|  717| 239|  284|  0.192843|  0.138350|  0.280095| 1088| 363|  431
XMMXCSJ120934.2+392232.8XMMXCSJ1209.5+3922|182.392500  39.375778|5.4541800e+02|  0.50|DR7 |phot |  3.40|  0.80|  1.80|                             |DR7|s |  0.538589|  0.124693|  0.088181|  542|  76|  144|  0.988709|  0.261409|  0.209856|  822| 115|  219
XMMXCSJ121156.7+502918.8XMMXCSJ1211.9+5029|182.986250  50.488556|5.4689400e+02|  0.10|LRG |spec |  0.80|  0.10|  0.10|                             |DR7|s |  0.007755|  0.001369|  0.001341|  363|  15|   13|  0.007966|  0.001441|  0.001424|  551|  23|   21
XMMXCSJ121205.4+131741.4XMMXCSJ1212.0+1317|183.022500  13.294833|3.0454400e+02|  0.45|LRG |spec |  2.50|  0.30|  0.60|                             |DR7|s |  0.574731|  0.155503|  0.124719|  477|  36|   63|  1.050660|  0.476837|  0.451117|  723|  56|   96
XMMXCSJ121334.8+025349.8XMMXCSJ1213.5+0253|183.395000   2.897167|2.0050900e+03|  0.41|LRG |spec |  5.50|  0.70|  1.00|BLOX J1213.5+0253.7          |DR7|g |  2.054880|  0.134907|  0.142420|  786|  58|   75|  2.103090|  0.143331|  0.152375| 1192|  88|  115
XMMXCSJ121649.3-120825.8XMMXCSJ1216.8-1208|184.205417 -12.140500|2.1850100e+02|  0.48|Lit |phot |  2.60|  0.70|  0.90|LCDCS 0505                   |dss|na|  0.475385|  0.190586|  0.089109|  475|  78|   88|  1.010270|  0.421286|  0.207439|  720| 119|  133
XMMXCSJ121744.6+472921.5XMMXCSJ1217.7+4729|184.435833  47.489306|1.8808200e+02|  0.27|LRG |spec |  9.80|  3.70|  6.60|400d J1217+4729              |DR7|s | 13.555000|  5.914770|  6.572860| 1261| 300|  432| 23.196500| 10.811100| 13.111100| 1913| 456|  655
XMMXCSJ121754.5+472853.8XMMXCSJ1217.9+4728|184.477083  47.481611|1.9274400e+02|  0.27|DR7 |phot |  5.50|  2.50|  6.70|                             |DR7|s |  0.401733|  0.169727|  0.135075|  908| 264|  520|  0.423405|  0.181583|  0.149824| 1377| 400|  789
XMMXCSJ121913.8+142330.2XMMXCSJ1219.2+1423|184.807500  14.391722|1.3844400e+02|  0.24|DR7 |phot |  1.40|  0.20|  0.30|MaxBCG J184.80382+14.39541   |DR7|s |  0.070137|  0.019053|  0.033390|  436|  28|   49|  0.078864|  0.023233|  0.044700|  662|  43|   75
XMMXCSJ122443.8+071103.5XMMXCSJ1224.7+0711|186.182500   7.184306|1.2056400e+02|  0.54|DR7 |phot |  7.00|  3.00|  8.10|                             |DR7|s |  0.999030|  0.686943|  1.166480|  782| 210|  427|  1.702180|  1.358090|  5.000980| 1185| 318|  647
XMMXCSJ122528.1+004229.1XMMXCSJ1225.4+0042|186.367083   0.708083|6.1426300e+02|  0.24|LRG |spec |  2.30|  0.30|  0.50|SDSS CE J186.357452+00.704972|DR7|s |  0.837463|  0.147663|  0.219275|  565|  43|   66|  1.264480|  0.280559|  0.491968|  858|  65|  100
XMMXCSJ122643.3+334549.9XMMXCSJ1226.7+3345|186.680417  33.763861|3.9654700e+02|  0.63|DR7 |phot |-99.00|-99.00|-99.00|                             |DR7|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ122656.4+334329.4XMMXCSJ1226.9+3343|186.735000  33.724833|6.8467800e+03|  0.50|LRG |spec |  4.80|  0.30|  0.40|                             |DR7|s |  3.771180|  2.101700|  0.260566|  655|  27|   29|  3.832130|  2.153700|  3.262560|  993|  41|   44
XMMXCSJ122658.1+333250.9XMMXCSJ1226.9+3332|186.742083  33.547472|1.6800500e+04|  0.89|Lit |phot | 11.10|  0.50|  0.50|WARP J1226.9+3332            |DR7|s | 44.323100|  1.184430|  1.218100|  681|  18|   18| 47.873600|  1.096960|  1.126830| 1033|  27|   27
XMMXCSJ122944.6+133450.6XMMXCSJ1229.7+1334|187.435833  13.580722|3.7438100e+02|  0.44|LRG |spec |  1.70|  0.20|  0.60|                             |DR7|s |  0.870186|  0.485269|  0.215696|  392|  66|   75|  1.179750|  0.754020|  0.730343|  595| 100|  115
XMMXCSJ123017.1+133903.8XMMXCSJ1230.2+1339|187.571250  13.651056|3.6711100e+02|  0.27|DR7 |phot |  3.40|  0.80|  1.10|                             |DR7|s |  1.019150|  0.241698|  0.801742|  691|  92|  119|  1.768330|  0.506319|  1.715780| 1047| 140|  181
XMMXCSJ123018.7+110102.5XMMXCSJ1230.3+1101|187.577917  11.017361|7.1125000e+02|  0.13|DR7 |phot |  1.10|  0.10|  0.10|                             |DR7|s |  0.009206|  0.001957|  0.003365|  406|  14|   13|  0.009215|  0.001967|  0.003793|  616|  22|   19
XMMXCSJ123019.6+161634.1XMMXCSJ1230.3+1616|187.581667  16.276139|2.3945800e+03|  0.20|LRG |spec |  4.30|  0.50|  0.60|NSC J123020+161652           |DR7|g |  2.696420|  0.339910|  0.402854|  842|  65|   62|  4.552240|  0.658994|  0.795661| 1277|  98|   94
XMMXCSJ123024.3+111127.8XMMXCSJ1230.4+1111|187.601250  11.191056|9.8201600e+02|  0.12|LRG |spec |  0.80|  0.03|  0.03|                             |DR7|s |  0.017798|  0.001867|  0.001980|  352|   8|    7|  0.017842|  0.001888|  0.002015|  535|  12|   11
XMMXCSJ123050.9+413410.8XMMXCSJ1230.8+4134|187.712083  41.569667|2.2467800e+02|  0.54|DR7 |phot |  4.70|  1.00|  2.00|                             |DR7|s |  0.663482|  0.110215|  0.140676|  617|  81|  136|  0.818367|  0.192009|  0.271105|  936| 122|  207
XMMXCSJ123105.3+155627.2XMMXCSJ1231.0+1556|187.772083  15.940889|1.0767800e+03|  0.19|LRG |spec |  3.40|  0.70|  1.00|MaxBCG J187.77102+15.93658   |DR7|s |  0.653585|  0.600831|  0.997675|  820|  63|   78|  0.814274|  0.761518|  2.107910| 1244|  96|  118
XMMXCSJ123144.4+413732.0XMMXCSJ1231.7+4137|187.935000  41.625556|5.5891000e+02|  0.18|LRG |spec |  2.70|  0.40|  0.60|400d J1231+4137              |DR7|s |  0.129419|  0.018540|  0.020621|  662|  64|   76|  0.129693|  0.018729|  0.021114| 1004|  97|  116
XMMXCSJ123236.3+000224.7XMMXCSJ1232.6+0002|188.151250   0.040194|5.5269900e+02|-99.00|NXS |phot |-99.00|-99.00|-99.00|                             |NXS|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ123338.5+374114.9XMMXCSJ1233.6+3741|188.410417  37.687472|1.0965000e+02|  0.10|LRG |spec |  0.90|  0.10|  0.10|                             |DR7|s |  0.029041|  0.010487|  0.011760|  381|  25|   21|  0.029287|  0.010561|  0.011827|  578|  38|   33
XMMXCSJ123647.4+125614.1XMMXCSJ1236.7+1256|189.197500  12.937250|4.0671100e+02|-99.00|DR7 |phot |-99.00|-99.00|-99.00|                             |DR7|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ124024.7-114806.6XMMXCSJ1240.4-1148|190.102917 -11.801833|8.5927900e+02|  0.19|Lit |spec |  2.00|  0.40|  0.50|WARP J1240.4-1147            |dss|na|  0.227571|  0.039676|  0.041724|  549|  59|   68|  0.237314|  0.043028|  0.046345|  833|  90|  103
XMMXCSJ124100.8+325959.9XMMXCSJ1241.0+3259|190.253333  32.999972|1.5750300e+02|  0.27|LRG |spec |  1.60|  0.30|  0.40|                             |DR7|s |  0.071940|  0.029351|  0.056200|  450|  39|   65|  0.081214|  0.035566|  0.079026|  682|  59|   99
XMMXCSJ124128.1-015822.0XMMXCSJ1241.4-0158|190.367083  -1.972778|2.2958400e+02|  0.15|LRG |spec |-99.00|-99.00|-99.00|NSC J124122-015756           |DR7|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ124202.8+332203.7XMMXCSJ1242.0+3322|190.511667  33.367694|4.3995500e+02|  0.13|LRG |spec |  0.65|  0.04|  0.03|MaxBCG J190.51188+33.37343   |DR7|s |  0.022424|  0.008589|  0.013627|  309|  11|    9|  0.034783|  0.016655|  0.032536|  468|  18|   13
XMMXCSJ124305.2+023312.9XMMXCSJ1243.0+0233|190.771667   2.553583|1.3459400e+03|  0.19|DR7 |phot |  2.70|  0.50|  0.70|                             |DR7|s |  0.431941|  0.349420|  0.285673|  657|  69|   86|  0.720326|  0.637741|  0.597232|  996| 105|  130
XMMXCSJ124425.9+164758.0XMMXCSJ1244.4+1647|191.107917  16.799444|3.2204200e+02|  0.23|LRG |spec |  1.30|  0.20|  0.30|                             |DR7|s |  0.049808|  0.018674|  0.030533|  417|  38|   54|  0.058774|  0.025819|  0.047702|  632|  58|   82
XMMXCSJ124454.1-003330.3XMMXCSJ1244.9-0033|191.225417  -0.558417|1.2685100e+03|  0.23|LRG |spec |  2.10|  0.30|  0.30|SDSS CE J191.220871-00.560489|DR7|s |  0.226417|  0.190625|  0.074224|  545|  41|   46|  0.334528|  0.296393|  0.242640|  827|  63|   69
XMMXCSJ125047.4+263353.4XMMXCSJ1250.7+2633|192.697500  26.564833|3.6141500e+02|  0.30|Lit |phot |  2.00|  0.60|  0.80|FSVS_CL J125048+263418       |DR7|b |  0.259593|  0.119442|  0.094430|  495|  85|  107|  0.528456|  0.376257|  0.296272|  751| 130|  163
XMMXCSJ125203.7-292043.5XMMXCSJ1252.0-2920|193.015417 -29.345417|1.1486800e+03|  0.19|Lit |spec |  2.50|  0.30|  0.30|400d J1252-2920              |dss|na|  0.515665|  0.038163|  0.038767|  626|  37|   35|  0.768311|  0.058371|  0.059495|  950|  57|   54
XMMXCSJ125254.7-292713.0XMMXCSJ1252.9-2927|193.227917 -29.453611|1.1034000e+03|  1.24|Lit |spec |  5.50|  0.40|  0.50|RDCS J1252-2927              |dss|na|  3.715500|  0.229475|  0.263063|  306|  14|   14|  5.249970|  0.267396|  0.279013|  465|  22|   22
XMMXCSJ125403.0+310150.0XMMXCSJ1254.0+3101|193.512500  31.030556|3.6765500e+02|  0.48|DR7 |phot |  3.40|  0.70|  0.90|                             |DR7|s |  0.769604|  0.534910|  0.180543|  553|  67|   73|  1.194070|  0.959118|  1.006310|  839| 102|  111
XMMXCSJ125621.5+254603.9XMMXCSJ1256.3+2546|194.089583  25.767750|1.3703500e+02|  0.17|DR7 |phot |  2.60|  1.00|  2.60|NSCS J125618+254632          |DR7|s |  0.022191|  0.016112|  0.023385|  649| 162|  312|  0.022569|  0.016442|  0.025319|  985| 246|  474
XMMXCSJ125650.2+254803.2XMMXCSJ1256.8+2548|194.209167  25.800889|2.3672600e+02|  0.28|H11 |phot |  1.40|  0.20|  0.30|                             |DR7|s |  0.094654|  0.041571|  0.060045|  406|  33|   47|  0.095686|  0.042603|  0.095692|  616|  50|   72
XMMXCSJ125752.7+283010.6XMMXCSJ1257.8+2830|194.469583  28.502944|5.1341500e+02|  0.25|DR7 |phot |  3.90|  1.00|  2.00|NSC J125756+283018           |DR7|s |  0.938699|  0.260837|  0.258358|  763| 123|  200|  1.696170|  0.537755|  0.586967| 1157| 187|  304
XMMXCSJ125933.2+283039.3XMMXCSJ1259.5+2830|194.888333  28.510917|1.9907100e+03|  0.52|DR7 |phot |  8.50|  1.60|  1.70|                             |DR7|s |  3.118810|  0.484589|  0.185782|  892| 101|   98|  3.129540|  0.484982|  0.184990| 1353| 154|  150
XMMXCSJ130106.9+281808.3XMMXCSJ1301.1+2818|195.278750  28.302306|1.2668800e+02|-99.00|DR7 |phot |-99.00|-99.00|-99.00|                             |DR7|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ130150.1+585753.5XMMXCSJ1301.8+5857|195.458750  58.964861|1.3277400e+02|  0.25|DR7 |phot |-99.00|-99.00|-99.00|ZwCl 1259.8+5913             |DR7|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ130456.5-101009.3XMMXCSJ1304.9-1010|196.235417 -10.169250|7.5450400e+01|  0.64|NXS |phot |-99.00|-99.00|-99.00|                             |NXS|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ130505.7-101643.6XMMXCSJ1305.0-1016|196.273750 -10.278778|1.1466600e+02|  0.33|NXS |phot |  2.00|  0.30|  0.60|                             |NXS|s |  0.385132|  0.216201|  0.109702|  479|  47|   82|  0.737963|  0.567737|  0.322593|  727|  72|  125
XMMXCSJ130515.1+180215.5XMMXCSJ1305.2+1802|196.312917  18.037639|1.0760000e+02|  0.53|DR7 |phot |-99.00|-99.00|-99.00|ZwCl 1303.0+1819             |DR7|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ130527.1+673519.8XMMXCSJ1305.4+6735|196.362917  67.588833|3.9543800e+02|-99.00|DR7 |phot |-99.00|-99.00|-99.00|                             |DR7|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
